RESULT_ID	ANALYTE_PREFERRED	ANALYTE_REPORTED	ARM_ACCESSION	ASSAY_GROUP_ID	ASSAY_ID	BIOSAMPLE_ACCESSION	COMMENTS	CONCENTRATION_UNIT_REPORTED	CONCENTRATION_UNIT_PREFERRED	CONCENTRATION_VALUE_REPORTED	CONCENTRATION_VALUE_PREFERRED	EXPERIMENT_ACCESSION	MFI	MFI_COORDINATE	REPOSITORY_ACCESSION	REPOSITORY_NAME	SOURCE_ACCESSION	SOURCE_TYPE	STUDY_ACCESSION	STUDY_TIME_COLLECTED	STUDY_TIME_COLLECTED_UNIT	SUBJECT_ACCESSION	WORKSPACE_ID
258385	ANA143	IL1B		195				pg/ml	pg/ml	2	2	EXP13808	98				CS960	CONTROL SAMPLE	SDY202				2883
258386	ANA145	IL1RA		195				pg/ml	pg/ml	1	1	EXP13808	15				CS960	CONTROL SAMPLE	SDY202				2883
258387	ANA148	IL2		195				pg/ml	pg/ml	41	41	EXP13808	144				CS960	CONTROL SAMPLE	SDY202				2883
258388	ANA174	IL4		195				pg/ml	pg/ml	5	5	EXP13808	98				CS960	CONTROL SAMPLE	SDY202				2883
258389	ANA176	IL5		195				pg/ml	pg/ml	39	39	EXP13808	120				CS960	CONTROL SAMPLE	SDY202				2883
258390	ANA178	IL6		195				pg/ml	pg/ml	1	1	EXP13808	20				CS960	CONTROL SAMPLE	SDY202				2883
258391	ANA181	IL7		195				pg/ml	pg/ml	108	108	EXP13808	275				CS960	CONTROL SAMPLE	SDY202				2883
258392	ANA72	IL8		195				pg/ml	pg/ml	0	0	EXP13808	38				CS960	CONTROL SAMPLE	SDY202				2883
258393	ANA61	IP10		195				pg/ml	pg/ml	13	13	EXP13808	98				CS960	CONTROL SAMPLE	SDY202				2883
258394	ANA714	LEPTIN		195				pg/ml	pg/ml	358	358	EXP13808	405				CS960	CONTROL SAMPLE	SDY202				2883
258395	ANA190	LIF		195				pg/ml	pg/ml	8	8	EXP13808	135				CS960	CONTROL SAMPLE	SDY202				2883
258396	ANA11	MCP1		195				pg/ml	pg/ml	16	16	EXP13808	245				CS960	CONTROL SAMPLE	SDY202				2883
258397	ANA28	MCP3		195				pg/ml	pg/ml	0	0	EXP13808	85				CS960	CONTROL SAMPLE	SDY202				2883
258398	ANA51	MCSF		195				pg/ml	pg/ml	1	1	EXP13808	16				CS960	CONTROL SAMPLE	SDY202				2883
258399	ANA73	MIG		195				pg/ml	pg/ml	1	1	EXP13808	106				CS960	CONTROL SAMPLE	SDY202				2883
258400	ANA20	MIP1A		195				pg/ml	pg/ml	8	8	EXP13808	188				CS960	CONTROL SAMPLE	SDY202				2883
258401	ANA24	MIP1B		195				pg/ml	pg/ml	25	25	EXP13808	250				CS960	CONTROL SAMPLE	SDY202				2883
258402	ANA699	NGF		195				pg/ml	pg/ml	16	16	EXP13808	30				CS960	CONTROL SAMPLE	SDY202				2883
258403	ANA708	PAI1		195				pg/ml	pg/ml	1427	1427	EXP13808	8742				CS960	CONTROL SAMPLE	SDY202				2883
258404	ANA202	PDGFBB		195				pg/ml	pg/ml	294	294	EXP13808	499				CS960	CONTROL SAMPLE	SDY202				2883
258405	ANA27	RANTES		195				pg/ml	pg/ml	491	491	EXP13808	7951				CS960	CONTROL SAMPLE	SDY202				2883
258406	ANA208	RESISTIN		195				pg/ml	pg/ml	438	438	EXP13808	1394				CS960	CONTROL SAMPLE	SDY202				2883
258407	ANA186	SCF		195				pg/ml	pg/ml	0	0	EXP13808	33				CS960	CONTROL SAMPLE	SDY202				2883
258408	ANA212	TGFA		195				pg/ml	pg/ml	0	0	EXP13808	39				CS960	CONTROL SAMPLE	SDY202				2883
258409	ANA213	TGFB		195				pg/ml	pg/ml	8	8	EXP13808	156				CS960	CONTROL SAMPLE	SDY202				2883
258410	ANA220	TNFA		195				pg/ml	pg/ml	3	3	EXP13808	51				CS960	CONTROL SAMPLE	SDY202				2883
258411	ANA192	TNFB		195				pg/ml	pg/ml	0	0	EXP13808	17				CS960	CONTROL SAMPLE	SDY202				2883
258412	ANA237	TRAIL		195				pg/ml	pg/ml	12	12	EXP13808	141				CS960	CONTROL SAMPLE	SDY202				2883
258413	ANA702	VCAM1		195				pg/ml	pg/ml	1016	1016	EXP13808	3278				CS960	CONTROL SAMPLE	SDY202				2883
258414	ANA709	VEGF		195				pg/ml	pg/ml	4	4	EXP13808	46				CS960	CONTROL SAMPLE	SDY202				2883
258415	ANA43	CD40L		196				pg/ml	pg/ml	32	32	EXP13808	260				CS961	CONTROL SAMPLE	SDY202				2883
258416		CHEX1		196				N/A		0		EXP13808	818				CS961	CONTROL SAMPLE	SDY202				2883
258417		CHEX2		196				N/A		0		EXP13808	375				CS961	CONTROL SAMPLE	SDY202				2883
258418		CHEX3		196				N/A		0		EXP13808	2773				CS961	CONTROL SAMPLE	SDY202				2883
258419		CHEX4		196				N/A		0		EXP13808	113				CS961	CONTROL SAMPLE	SDY202				2883
258420	ANA70	ENA78		196				pg/ml	pg/ml	78	78	EXP13808	80				CS961	CONTROL SAMPLE	SDY202				2883
258421	ANA3	EOTAXIN		196				pg/ml	pg/ml	13	13	EXP13808	341				CS961	CONTROL SAMPLE	SDY202				2883
258422	ANA86	FASL		196				pg/ml	pg/ml	6	6	EXP13808	98				CS961	CONTROL SAMPLE	SDY202				2883
258423	ANA88	FGFB		196				pg/ml	pg/ml	0	0	EXP13808	35				CS961	CONTROL SAMPLE	SDY202				2883
258424	ANA56	GCSF		196				pg/ml	pg/ml	1	1	EXP13808	59				CS961	CONTROL SAMPLE	SDY202				2883
258425	ANA53	GMCSF		196				pg/ml	pg/ml	22	22	EXP13808	132				CS961	CONTROL SAMPLE	SDY202				2883
258426	ANA60	GROA		196				pg/ml	pg/ml	1	1	EXP13808	36				CS961	CONTROL SAMPLE	SDY202				2883
258427	ANA92	HGF		196				pg/ml	pg/ml	9	9	EXP13808	145				CS961	CONTROL SAMPLE	SDY202				2883
258428	ANA705	ICAM1		196				pg/ml	pg/ml	1115	1115	EXP13808	1590				CS961	CONTROL SAMPLE	SDY202				2883
258429	ANA717	IFNA		196				pg/ml	pg/ml	1	1	EXP13808	19				CS961	CONTROL SAMPLE	SDY202				2883
258430	ANA108	IFNB		196				pg/ml	pg/ml	0	0	EXP13808	272				CS961	CONTROL SAMPLE	SDY202				2883
258431	ANA110	IFNG		196				pg/ml	pg/ml	6	6	EXP13808	61				CS961	CONTROL SAMPLE	SDY202				2883
258432	ANA118	IL10		196				pg/ml	pg/ml	1	1	EXP13808	28				CS961	CONTROL SAMPLE	SDY202				2883
258433	ANA124	IL12P40		196				pg/ml	pg/ml	8	8	EXP13808	197				CS961	CONTROL SAMPLE	SDY202				2883
258434	ANA800	IL12P70		196				pg/ml	pg/ml	8	8	EXP13808	51				CS961	CONTROL SAMPLE	SDY202				2883
258435	ANA127	IL13		196				pg/ml	pg/ml	10	10	EXP13808	65				CS961	CONTROL SAMPLE	SDY202				2883
258436	ANA130	IL15		196				pg/ml	pg/ml	0	0	EXP13808	27				CS961	CONTROL SAMPLE	SDY202				2883
258437	ANA801	IL17		196				pg/ml	pg/ml	3	3	EXP13808	82				CS961	CONTROL SAMPLE	SDY202				2883
258438	ANA137	IL17F		196				pg/ml	pg/ml	1	1	EXP13808	223				CS961	CONTROL SAMPLE	SDY202				2883
258439	ANA142	IL1A		196				pg/ml	pg/ml	1	1	EXP13808	25				CS961	CONTROL SAMPLE	SDY202				2883
258440	ANA143	IL1B		196				pg/ml	pg/ml	2	2	EXP13808	87				CS961	CONTROL SAMPLE	SDY202				2883
258441	ANA145	IL1RA		196				pg/ml	pg/ml	1	1	EXP13808	17				CS961	CONTROL SAMPLE	SDY202				2883
258442	ANA148	IL2		196				pg/ml	pg/ml	80	80	EXP13808	173				CS961	CONTROL SAMPLE	SDY202				2883
258443	ANA174	IL4		196				pg/ml	pg/ml	5	5	EXP13808	102				CS961	CONTROL SAMPLE	SDY202				2883
258444	ANA176	IL5		196				pg/ml	pg/ml	31	31	EXP13808	117				CS961	CONTROL SAMPLE	SDY202				2883
258445	ANA178	IL6		196				pg/ml	pg/ml	1	1	EXP13808	22				CS961	CONTROL SAMPLE	SDY202				2883
258446	ANA181	IL7		196				pg/ml	pg/ml	87	87	EXP13808	245				CS961	CONTROL SAMPLE	SDY202				2883
258447	ANA72	IL8		196				pg/ml	pg/ml	0	0	EXP13808	36				CS961	CONTROL SAMPLE	SDY202				2883
258448	ANA61	IP10		196				pg/ml	pg/ml	13	13	EXP13808	123				CS961	CONTROL SAMPLE	SDY202				2883
258449	ANA714	LEPTIN		196				pg/ml	pg/ml	361	361	EXP13808	464				CS961	CONTROL SAMPLE	SDY202				2883
258450	ANA190	LIF		196				pg/ml	pg/ml	8	8	EXP13808	127				CS961	CONTROL SAMPLE	SDY202				2883
258451	ANA11	MCP1		196				pg/ml	pg/ml	13	13	EXP13808	273				CS961	CONTROL SAMPLE	SDY202				2883
258452	ANA28	MCP3		196				pg/ml	pg/ml	4	4	EXP13808	95				CS961	CONTROL SAMPLE	SDY202				2883
258453	ANA51	MCSF		196				pg/ml	pg/ml	1	1	EXP13808	18				CS961	CONTROL SAMPLE	SDY202				2883
258454	ANA73	MIG		196				pg/ml	pg/ml	0	0	EXP13808	114				CS961	CONTROL SAMPLE	SDY202				2883
258455	ANA20	MIP1A		196				pg/ml	pg/ml	8	8	EXP13808	226				CS961	CONTROL SAMPLE	SDY202				2883
258456	ANA24	MIP1B		196				pg/ml	pg/ml	22	22	EXP13808	347				CS961	CONTROL SAMPLE	SDY202				2883
258457	ANA699	NGF		196				pg/ml	pg/ml	7	7	EXP13808	30				CS961	CONTROL SAMPLE	SDY202				2883
258458	ANA708	PAI1		196				pg/ml	pg/ml	1854	1854	EXP13808	9029				CS961	CONTROL SAMPLE	SDY202				2883
258459	ANA202	PDGFBB		196				pg/ml	pg/ml	261	261	EXP13808	578				CS961	CONTROL SAMPLE	SDY202				2883
258460	ANA27	RANTES		196				pg/ml	pg/ml	361	361	EXP13808	8332				CS961	CONTROL SAMPLE	SDY202				2883
258461	ANA208	RESISTIN		196				pg/ml	pg/ml	523	523	EXP13808	2055				CS961	CONTROL SAMPLE	SDY202				2883
258462	ANA186	SCF		196				pg/ml	pg/ml	0	0	EXP13808	36				CS961	CONTROL SAMPLE	SDY202				2883
258463	ANA212	TGFA		196				pg/ml	pg/ml	0	0	EXP13808	44				CS961	CONTROL SAMPLE	SDY202				2883
258464	ANA213	TGFB		196				pg/ml	pg/ml	5	5	EXP13808	170				CS961	CONTROL SAMPLE	SDY202				2883
258465	ANA220	TNFA		196				pg/ml	pg/ml	2	2	EXP13808	51				CS961	CONTROL SAMPLE	SDY202				2883
258466	ANA192	TNFB		196				pg/ml	pg/ml	1	1	EXP13808	17				CS961	CONTROL SAMPLE	SDY202				2883
258467	ANA237	TRAIL		196				pg/ml	pg/ml	14	14	EXP13808	172				CS961	CONTROL SAMPLE	SDY202				2883
258468	ANA702	VCAM1		196				pg/ml	pg/ml	1037	1037	EXP13808	3723				CS961	CONTROL SAMPLE	SDY202				2883
258469	ANA709	VEGF		196				pg/ml	pg/ml	5	5	EXP13808	48				CS961	CONTROL SAMPLE	SDY202				2883
258470	ANA43	CD40L		196				pg/ml	pg/ml	38	38	EXP13808	278				CS962	CONTROL SAMPLE	SDY202				2883
258471		CHEX1		196				N/A		0		EXP13808	767				CS962	CONTROL SAMPLE	SDY202				2883
258472		CHEX2		196				N/A		0		EXP13808	428				CS962	CONTROL SAMPLE	SDY202				2883
258473		CHEX3		196				N/A		0		EXP13808	2808				CS962	CONTROL SAMPLE	SDY202				2883
258474		CHEX4		196				N/A		0		EXP13808	125				CS962	CONTROL SAMPLE	SDY202				2883
258475	ANA70	ENA78		196				pg/ml	pg/ml	74	74	EXP13808	77				CS962	CONTROL SAMPLE	SDY202				2883
258476	ANA3	EOTAXIN		196				pg/ml	pg/ml	14	14	EXP13808	377				CS962	CONTROL SAMPLE	SDY202				2883
258477	ANA86	FASL		196				pg/ml	pg/ml	5	5	EXP13808	88				CS962	CONTROL SAMPLE	SDY202				2883
258478	ANA88	FGFB		196				pg/ml	pg/ml	0	0	EXP13808	28				CS962	CONTROL SAMPLE	SDY202				2883
258479	ANA56	GCSF		196				pg/ml	pg/ml	1	1	EXP13808	64				CS962	CONTROL SAMPLE	SDY202				2883
258480	ANA53	GMCSF		196				pg/ml	pg/ml	23	23	EXP13808	142				CS962	CONTROL SAMPLE	SDY202				2883
258481	ANA60	GROA		196				pg/ml	pg/ml	1	1	EXP13808	38				CS962	CONTROL SAMPLE	SDY202				2883
258482	ANA92	HGF		196				pg/ml	pg/ml	10	10	EXP13808	161				CS962	CONTROL SAMPLE	SDY202				2883
258483	ANA705	ICAM1		196				pg/ml	pg/ml	1215	1215	EXP13808	1731				CS962	CONTROL SAMPLE	SDY202				2883
258484	ANA717	IFNA		196				pg/ml	pg/ml	1	1	EXP13808	19				CS962	CONTROL SAMPLE	SDY202				2883
258485	ANA108	IFNB		196				pg/ml	pg/ml	0	0	EXP13808	279				CS962	CONTROL SAMPLE	SDY202				2883
258486	ANA110	IFNG		196				pg/ml	pg/ml	6	6	EXP13808	57				CS962	CONTROL SAMPLE	SDY202				2883
258487	ANA118	IL10		196				pg/ml	pg/ml	1	1	EXP13808	26				CS962	CONTROL SAMPLE	SDY202				2883
258488	ANA124	IL12P40		196				pg/ml	pg/ml	9	9	EXP13808	210				CS962	CONTROL SAMPLE	SDY202				2883
258489	ANA800	IL12P70		196				pg/ml	pg/ml	10	10	EXP13808	62				CS962	CONTROL SAMPLE	SDY202				2883
258490	ANA127	IL13		196				pg/ml	pg/ml	12	12	EXP13808	77				CS962	CONTROL SAMPLE	SDY202				2883
258491	ANA130	IL15		196				pg/ml	pg/ml	0	0	EXP13808	25				CS962	CONTROL SAMPLE	SDY202				2883
258492	ANA801	IL17		196				pg/ml	pg/ml	3	3	EXP13808	89				CS962	CONTROL SAMPLE	SDY202				2883
258493	ANA137	IL17F		196				pg/ml	pg/ml	3	3	EXP13808	271				CS962	CONTROL SAMPLE	SDY202				2883
258494	ANA142	IL1A		196				pg/ml	pg/ml	1	1	EXP13808	23				CS962	CONTROL SAMPLE	SDY202				2883
258495	ANA143	IL1B		196				pg/ml	pg/ml	3	3	EXP13808	104				CS962	CONTROL SAMPLE	SDY202				2883
258496	ANA145	IL1RA		196				pg/ml	pg/ml	1	1	EXP13808	18				CS962	CONTROL SAMPLE	SDY202				2883
258497	ANA148	IL2		196				pg/ml	pg/ml	86	86	EXP13808	183				CS962	CONTROL SAMPLE	SDY202				2883
258498	ANA174	IL4		196				pg/ml	pg/ml	5	5	EXP13808	107				CS962	CONTROL SAMPLE	SDY202				2883
258499	ANA176	IL5		196				pg/ml	pg/ml	34	34	EXP13808	126				CS962	CONTROL SAMPLE	SDY202				2883
258500	ANA178	IL6		196				pg/ml	pg/ml	1	1	EXP13808	22				CS962	CONTROL SAMPLE	SDY202				2883
258501	ANA181	IL7		196				pg/ml	pg/ml	101	101	EXP13808	293				CS962	CONTROL SAMPLE	SDY202				2883
258502	ANA72	IL8		196				pg/ml	pg/ml	0	0	EXP13808	42				CS962	CONTROL SAMPLE	SDY202				2883
258503	ANA61	IP10		196				pg/ml	pg/ml	12	12	EXP13808	121				CS962	CONTROL SAMPLE	SDY202				2883
258504	ANA714	LEPTIN		196				pg/ml	pg/ml	378	378	EXP13808	491				CS962	CONTROL SAMPLE	SDY202				2883
258505	ANA190	LIF		196				pg/ml	pg/ml	9	9	EXP13808	139				CS962	CONTROL SAMPLE	SDY202				2883
258506	ANA11	MCP1		196				pg/ml	pg/ml	14	14	EXP13808	300				CS962	CONTROL SAMPLE	SDY202				2883
258507	ANA28	MCP3		196				pg/ml	pg/ml	4	4	EXP13808	96				CS962	CONTROL SAMPLE	SDY202				2883
258508	ANA51	MCSF		196				pg/ml	pg/ml	1	1	EXP13808	16				CS962	CONTROL SAMPLE	SDY202				2883
258509	ANA73	MIG		196				pg/ml	pg/ml	0	0	EXP13808	121				CS962	CONTROL SAMPLE	SDY202				2883
258510	ANA20	MIP1A		196				pg/ml	pg/ml	10	10	EXP13808	251				CS962	CONTROL SAMPLE	SDY202				2883
258511	ANA24	MIP1B		196				pg/ml	pg/ml	23	23	EXP13808	370				CS962	CONTROL SAMPLE	SDY202				2883
258512	ANA699	NGF		196				pg/ml	pg/ml	7	7	EXP13808	31				CS962	CONTROL SAMPLE	SDY202				2883
258513	ANA708	PAI1		196				pg/ml	pg/ml	1838	1838	EXP13808	9000				CS962	CONTROL SAMPLE	SDY202				2883
258514	ANA202	PDGFBB		196				pg/ml	pg/ml	311	311	EXP13808	704				CS962	CONTROL SAMPLE	SDY202				2883
258515	ANA27	RANTES		196				pg/ml	pg/ml	362	362	EXP13808	8344				CS962	CONTROL SAMPLE	SDY202				2883
258516	ANA208	RESISTIN		196				pg/ml	pg/ml	570	570	EXP13808	2223				CS962	CONTROL SAMPLE	SDY202				2883
258517	ANA186	SCF		196				pg/ml	pg/ml	0	0	EXP13808	40				CS962	CONTROL SAMPLE	SDY202				2883
258518	ANA212	TGFA		196				pg/ml	pg/ml	0	0	EXP13808	48				CS962	CONTROL SAMPLE	SDY202				2883
258519	ANA213	TGFB		196				pg/ml	pg/ml	6	6	EXP13808	175				CS962	CONTROL SAMPLE	SDY202				2883
258520	ANA220	TNFA		196				pg/ml	pg/ml	2	2	EXP13808	56				CS962	CONTROL SAMPLE	SDY202				2883
258521	ANA192	TNFB		196				pg/ml	pg/ml	1	1	EXP13808	15				CS962	CONTROL SAMPLE	SDY202				2883
258522	ANA237	TRAIL		196				pg/ml	pg/ml	11	11	EXP13808	157				CS962	CONTROL SAMPLE	SDY202				2883
258523	ANA702	VCAM1		196				pg/ml	pg/ml	956	956	EXP13808	3458				CS962	CONTROL SAMPLE	SDY202				2883
258524	ANA709	VEGF		196				pg/ml	pg/ml	5	5	EXP13808	49				CS962	CONTROL SAMPLE	SDY202				2883
258525	ANA43	CD40L		197				pg/ml	pg/ml	163	163	EXP13808	264				CS963	CONTROL SAMPLE	SDY202				2883
258526		CHEX1		197				N/A		0		EXP13808	913				CS963	CONTROL SAMPLE	SDY202				2883
258527		CHEX2		197				N/A		0		EXP13808	456				CS963	CONTROL SAMPLE	SDY202				2883
258528		CHEX3		197				N/A		0		EXP13808	3159				CS963	CONTROL SAMPLE	SDY202				2883
258529		CHEX4		197				N/A		0		EXP13808	96				CS963	CONTROL SAMPLE	SDY202				2883
258530	ANA70	ENA78		197				pg/ml	pg/ml	289	289	EXP13808	101				CS963	CONTROL SAMPLE	SDY202				2883
258531	ANA3	EOTAXIN		197				pg/ml	pg/ml	36	36	EXP13808	337				CS963	CONTROL SAMPLE	SDY202				2883
258532	ANA86	FASL		197				pg/ml	pg/ml	17	17	EXP13808	88				CS963	CONTROL SAMPLE	SDY202				2883
258533	ANA88	FGFB		197				pg/ml	pg/ml	0	0	EXP13808	33				CS963	CONTROL SAMPLE	SDY202				2883
258534	ANA56	GCSF		197				pg/ml	pg/ml	0	0	EXP13808	46				CS963	CONTROL SAMPLE	SDY202				2883
258535	ANA53	GMCSF		197				pg/ml	pg/ml	47	47	EXP13808	119				CS963	CONTROL SAMPLE	SDY202				2883
258536	ANA60	GROA		197				pg/ml	pg/ml	9	9	EXP13808	39				CS963	CONTROL SAMPLE	SDY202				2883
258537	ANA92	HGF		197				pg/ml	pg/ml	20	20	EXP13808	132				CS963	CONTROL SAMPLE	SDY202				2883
258538	ANA705	ICAM1		197				pg/ml	pg/ml	3543	3543	EXP13808	1519				CS963	CONTROL SAMPLE	SDY202				2883
258539	ANA717	IFNA		197				pg/ml	pg/ml	1	1	EXP13808	20				CS963	CONTROL SAMPLE	SDY202				2883
258540	ANA108	IFNB		197				pg/ml	pg/ml	19	19	EXP13808	254				CS963	CONTROL SAMPLE	SDY202				2883
258541	ANA110	IFNG		197				pg/ml	pg/ml	15	15	EXP13808	49				CS963	CONTROL SAMPLE	SDY202				2883
258542	ANA118	IL10		197				pg/ml	pg/ml	1	1	EXP13808	29				CS963	CONTROL SAMPLE	SDY202				2883
258543	ANA124	IL12P40		197				pg/ml	pg/ml	22	22	EXP13808	205				CS963	CONTROL SAMPLE	SDY202				2883
258544	ANA800	IL12P70		197				pg/ml	pg/ml	6	6	EXP13808	48				CS963	CONTROL SAMPLE	SDY202				2883
258545	ANA127	IL13		197				pg/ml	pg/ml	15	15	EXP13808	45				CS963	CONTROL SAMPLE	SDY202				2883
258546	ANA130	IL15		197				pg/ml	pg/ml	2	2	EXP13808	29				CS963	CONTROL SAMPLE	SDY202				2883
258547	ANA801	IL17		197				pg/ml	pg/ml	7	7	EXP13808	75				CS963	CONTROL SAMPLE	SDY202				2883
258548	ANA137	IL17F		197				pg/ml	pg/ml	46	46	EXP13808	200				CS963	CONTROL SAMPLE	SDY202				2883
258549	ANA142	IL1A		197				pg/ml	pg/ml	1	1	EXP13808	19				CS963	CONTROL SAMPLE	SDY202				2883
258550	ANA143	IL1B		197				pg/ml	pg/ml	4	4	EXP13808	90				CS963	CONTROL SAMPLE	SDY202				2883
258551	ANA145	IL1RA		197				pg/ml	pg/ml	1	1	EXP13808	19				CS963	CONTROL SAMPLE	SDY202				2883
258552	ANA148	IL2		197				pg/ml	pg/ml	115	115	EXP13808	204				CS963	CONTROL SAMPLE	SDY202				2883
258553	ANA174	IL4		197				pg/ml	pg/ml	10	10	EXP13808	86				CS963	CONTROL SAMPLE	SDY202				2883
258554	ANA176	IL5		197				pg/ml	pg/ml	65	65	EXP13808	105				CS963	CONTROL SAMPLE	SDY202				2883
258555	ANA178	IL6		197				pg/ml	pg/ml	1	1	EXP13808	25				CS963	CONTROL SAMPLE	SDY202				2883
258556	ANA181	IL7		197				pg/ml	pg/ml	118	118	EXP13808	239				CS963	CONTROL SAMPLE	SDY202				2883
258557	ANA72	IL8		197				pg/ml	pg/ml	1	1	EXP13808	39				CS963	CONTROL SAMPLE	SDY202				2883
258558	ANA61	IP10		197				pg/ml	pg/ml	30	30	EXP13808	110				CS963	CONTROL SAMPLE	SDY202				2883
258559	ANA714	LEPTIN		197				pg/ml	pg/ml	1339	1339	EXP13808	502				CS963	CONTROL SAMPLE	SDY202				2883
258560	ANA190	LIF		197				pg/ml	pg/ml	15	15	EXP13808	118				CS963	CONTROL SAMPLE	SDY202				2883
258561	ANA11	MCP1		197				pg/ml	pg/ml	42	42	EXP13808	349				CS963	CONTROL SAMPLE	SDY202				2883
258562	ANA28	MCP3		197				pg/ml	pg/ml	18	18	EXP13808	146				CS963	CONTROL SAMPLE	SDY202				2883
258563	ANA51	MCSF		197				pg/ml	pg/ml	0	0	EXP13808	18				CS963	CONTROL SAMPLE	SDY202				2883
258564	ANA73	MIG		197				pg/ml	pg/ml	5	5	EXP13808	113				CS963	CONTROL SAMPLE	SDY202				2883
258565	ANA20	MIP1A		197				pg/ml	pg/ml	27	27	EXP13808	258				CS963	CONTROL SAMPLE	SDY202				2883
258566	ANA24	MIP1B		197				pg/ml	pg/ml	64	64	EXP13808	347				CS963	CONTROL SAMPLE	SDY202				2883
258567	ANA699	NGF		197				pg/ml	pg/ml	35	35	EXP13808	34				CS963	CONTROL SAMPLE	SDY202				2883
258568	ANA708	PAI1		197				pg/ml	pg/ml	3344	3344	EXP13808	9174				CS963	CONTROL SAMPLE	SDY202				2883
258569	ANA202	PDGFBB		197				pg/ml	pg/ml	821	821	EXP13808	702				CS963	CONTROL SAMPLE	SDY202				2883
258570	ANA27	RANTES		197				pg/ml	pg/ml	1156	1156	EXP13808	8293				CS963	CONTROL SAMPLE	SDY202				2883
258571	ANA208	RESISTIN		197				pg/ml	pg/ml	1726	1726	EXP13808	2264				CS963	CONTROL SAMPLE	SDY202				2883
258572	ANA186	SCF		197				pg/ml	pg/ml	0	0	EXP13808	34				CS963	CONTROL SAMPLE	SDY202				2883
258573	ANA212	TGFA		197				pg/ml	pg/ml	0	0	EXP13808	51				CS963	CONTROL SAMPLE	SDY202				2883
258574	ANA213	TGFB		197				pg/ml	pg/ml	17	17	EXP13808	143				CS963	CONTROL SAMPLE	SDY202				2883
258575	ANA220	TNFA		197				pg/ml	pg/ml	3	3	EXP13808	45				CS963	CONTROL SAMPLE	SDY202				2883
258576	ANA192	TNFB		197				pg/ml	pg/ml	0	0	EXP13808	20				CS963	CONTROL SAMPLE	SDY202				2883
258577	ANA237	TRAIL		197				pg/ml	pg/ml	32	32	EXP13808	178				CS963	CONTROL SAMPLE	SDY202				2883
258578	ANA702	VCAM1		197				pg/ml	pg/ml	2554	2554	EXP13808	3869				CS963	CONTROL SAMPLE	SDY202				2883
258579	ANA709	VEGF		197				pg/ml	pg/ml	12	12	EXP13808	44				CS963	CONTROL SAMPLE	SDY202				2883
258580	ANA43	CD40L		197				pg/ml	pg/ml	175	175	EXP13808	278				CS964	CONTROL SAMPLE	SDY202				2883
258581		CHEX1		197				N/A		0		EXP13808	899				CS964	CONTROL SAMPLE	SDY202				2883
258582		CHEX2		197				N/A		0		EXP13808	484				CS964	CONTROL SAMPLE	SDY202				2883
258583		CHEX3		197				N/A		0		EXP13808	3160				CS964	CONTROL SAMPLE	SDY202				2883
258584		CHEX4		197				N/A		0		EXP13808	83				CS964	CONTROL SAMPLE	SDY202				2883
258585	ANA70	ENA78		197				pg/ml	pg/ml	361	361	EXP13808	120				CS964	CONTROL SAMPLE	SDY202				2883
258586	ANA3	EOTAXIN		197				pg/ml	pg/ml	34	34	EXP13808	313				CS964	CONTROL SAMPLE	SDY202				2883
258587	ANA86	FASL		197				pg/ml	pg/ml	14	14	EXP13808	80				CS964	CONTROL SAMPLE	SDY202				2883
258588	ANA88	FGFB		197				pg/ml	pg/ml	0	0	EXP13808	35				CS964	CONTROL SAMPLE	SDY202				2883
258589	ANA56	GCSF		197				pg/ml	pg/ml	9	9	EXP13808	59				CS964	CONTROL SAMPLE	SDY202				2883
258590	ANA53	GMCSF		197				pg/ml	pg/ml	43	43	EXP13808	109				CS964	CONTROL SAMPLE	SDY202				2883
258591	ANA60	GROA		197				pg/ml	pg/ml	9	9	EXP13808	39				CS964	CONTROL SAMPLE	SDY202				2883
258592	ANA92	HGF		197				pg/ml	pg/ml	21	21	EXP13808	135				CS964	CONTROL SAMPLE	SDY202				2883
258593	ANA705	ICAM1		197				pg/ml	pg/ml	4409	4409	EXP13808	1829				CS964	CONTROL SAMPLE	SDY202				2883
258594	ANA717	IFNA		197				pg/ml	pg/ml	1	1	EXP13808	23				CS964	CONTROL SAMPLE	SDY202				2883
258595	ANA108	IFNB		197				pg/ml	pg/ml	28	28	EXP13808	299				CS964	CONTROL SAMPLE	SDY202				2883
258596	ANA110	IFNG		197				pg/ml	pg/ml	17	17	EXP13808	54				CS964	CONTROL SAMPLE	SDY202				2883
258597	ANA118	IL10		197				pg/ml	pg/ml	1	1	EXP13808	26				CS964	CONTROL SAMPLE	SDY202				2883
258598	ANA124	IL12P40		197				pg/ml	pg/ml	23	23	EXP13808	208				CS964	CONTROL SAMPLE	SDY202				2883
258599	ANA800	IL12P70		197				pg/ml	pg/ml	5	5	EXP13808	47				CS964	CONTROL SAMPLE	SDY202				2883
258600	ANA127	IL13		197				pg/ml	pg/ml	17	17	EXP13808	49				CS964	CONTROL SAMPLE	SDY202				2883
258601	ANA130	IL15		197				pg/ml	pg/ml	4	4	EXP13808	31				CS964	CONTROL SAMPLE	SDY202				2883
258602	ANA801	IL17		197				pg/ml	pg/ml	7	7	EXP13808	72				CS964	CONTROL SAMPLE	SDY202				2883
258603	ANA137	IL17F		197				pg/ml	pg/ml	44	44	EXP13808	196				CS964	CONTROL SAMPLE	SDY202				2883
